Name EN,Name ZH
BlackFire (USA) (2S),黑火
Highway 2000 (USA),公路 2000
Olympic Soccer (USA),奥运足球
Steep Slope Sliders (USA),速降滑雪
Yuukyuu Gensoukyoku (Japan) (Demo),悠久幻想曲
Panzer Dragoon (USA) (Demo) (2S),铁甲飞龙
X-Men vs. Street Fighter (Japan) (2M),X战警对街霸
X-Men vs. Street Fighter (Japan) (3M),X战警对街霸
Saturn Super Vol. 2 (Japan) (2M),
Saturn Super Vol. 6 (Japan) (1M),
"Virtua Cop (Japan) (1M, 5M)",VR战警
Baku Baku Animal - Sekai Shiiku Gakari Senshuken (Japan),爆裂方块 - 世界动物园管理员大赛
Develo Magazine Appendix CD-ROM for SegaSaturn (Japan),
Sega Saturn Choice Cuts (USA) (R2),
Dark Savior (Japan) (Demo 2),黑暗救世主
Digital Pinball - Last Gladiators (Japan) (5M) (Demo),数码弹珠台 - 最后的角斗士
Fire Pro Gaiden Blazing Tornado (Japan) (Demo),火爆职业摔跤
Nanatsu no Hikan (Japan) (Demo),七之秘馆
Magical Drop (Japan) (Demo),魔法气泡
Message Navi (Japan) (Demo),讯息导航
Nights into Dreams... (Japan) (Demo),梦精灵
PriKura (Princess Kurara) Daisakusen (Japan) (Demo),普里库拉公主大作战
Rabbit (Japan) (Demo),罗媚斗
Riglordsaga (Japan) (Demo),王国传说
Saturn Bomberman (Japan) (Demo),土星炸弹人
Shining Wisdom (Japan) (Demo),光明智慧
Strikers 1945 (Japan) (Demo),打击者 1945
X-Men - Children of the Atom (Japan) (Demo),X战警 - 磁场原子人
Dennou Senki - Virtual On - Cyber Troopers (Korea),电脑战机
Layer Section II (Japan) (Demo),雷亚战机 2
Riglordsaga (Japan) (Made in Japan) (1M),王国传说
Bootleg Sampler (USA) (Rev A) (1S),
Dragon Force II - Kami Sarishi Daichi ni (Japan) (Rev A),龙之力量 2 - 神去的大地
Xianjian Qixiazhuan (Taiwan),仙剑奇侠传
Big Ichigeki! Pachi-Slot Daikouryaku - Universal Museum (Japan) (Rev A) (10M),大一击 柏青哥大攻略 - 环球博物馆
Mahjong Kaigan Monogatari - Mahjong-kyou Jidai Sexy Idol-hen (Japan) (Demo),麻雀狂时代 - 性感偶像篇
Double Switch (USA) (Disc 1),双调转术
Double Switch (USA) (Disc 2),双调转术
World Cup Golf - Professional Edition (USA) (RE2),高尔夫世界杯 专业版
"Shining the Holy Ark (Japan) (2M, 3M)",光明圣柜
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (1M),真说梦见馆
Super Robot Taisen F - Kanketsu-hen (Japan) (Rev A) (11M),超级机器人大战 F 完结篇
Panzer Dragoon (Japan) (Demo 1),铁甲飞龙
"Loaded (Europe) (En,Fr,De) (Alt)",装载
Sanguozhi IV (Taiwan),三国志 4
Zoku Hatsukoi Monogatari - Shuugaku Ryokou (Japan) (Disc 1) (Shougakusei Jidai),续初恋物语 - 修学旅行
Zoku Hatsukoi Monogatari - Shuugaku Ryokou (Japan) (Disc 2) (Chuugakusei Jidai),续初恋物语 - 修学旅行
Zoku Hatsukoi Monogatari - Shuugaku Ryokou (Japan) (Disc 3) (Koukousei Jidai),续初恋物语 - 修学旅行
Zoku Hatsukoi Monogatari - Shuugaku Ryokou (Japan) (Disc 4) (Daigakusei Jidai & Koukou kara Daigaku ni Agaru ma no Haruyasumi),续初恋物语 - 修学旅行
Sanguozhi V (Taiwan),三国志 5
Sanguozhi Yingjiezhuan (Taiwan),三国志 - 英杰传
Grandia (Japan) (Disc 1) (4M),格兰蒂亚
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (2M),街 - 命运的交叉点
Tokyo Shadow (Japan) (Disc 1),东京暗影
Tokyo Shadow (Japan) (Disc 2),东京暗影
Tokyo Shadow (Japan) (Disc 3),东京暗影
Bottom of the 9th (USA),绝境棒球
"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
"Incredible Hulk, The - The Pantheon Saga (USA)",绿巨人
Shockwave Assault (USA),冲击波 - 入侵地球
Solar Eclipse (USA) (2S),全日蚀
Skeleton Warriors (USA),骷髅战士
Star Fighter (USA),星际战士
Valora Valley Golf (USA),瓦洛拉谷高尔夫
Virtual Casino (USA),虚拟赌场
Riglordsaga 2 (Japan) (1M),王国传说 2
Sakura Taisen - Hanagumi Taisen Columns (Japan) (2M),樱花大战 - 花组对战方块
Magical Drop III - Toretate Zoukan-gou! (Japan) (Demo) (1M),魔法气泡 3
Victory Goal (Japan) (1A),胜利足球
X-Men - Children of the Atom (Europe) (2S),X战警 - 磁场原子人
World Cup Golf - Professional Edition (Europe) (1S),高尔夫世界杯 专业版
Sakura Taisen (Japan) (Disc 2) (6M),樱花大战
Sakura Taisen (Japan) (Disc 1) (6M),樱花大战
Ishin no Arashi (Japan),维新之岚
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It)",
Zenkoku Seifuku Bishoujo Grand Prix - Find Love (Japan),全国制服美少女 - 寻找爱
"Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 1) (Time Gal)",时间少女和忍者哈亚特
"Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 2) (Ninja Hayate) (3M)",时间少女和忍者哈亚特
Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 1),机动战舰 - 空白的三年
Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 2),机动战舰 - 空白的三年
Virtua Fighter Remix (Europe),VR战士 - REMIX
"Jewels of the Oracle (USA) (En,Ja,Fr,De) (Proto) (1996-10-29)",先知的魔宝石
"Jewels of the Oracle (USA) (En,Ja,Fr,De) (Proto) (1996-10-11)",先知的魔宝石
Zanma Chou Ougi - Valhollian (Japan),斩魔超奥义
Darius Gaiden (Japan) (2M),太空战斗机外传
Kochira Katsushikaku Kameari Kouenmae - Hashutsujo - Nakagawa Land Dai-Race! no Maki (Japan) (Satakore),乌龙派出所
Pachi-Slot Kanzen Kouryaku Uni-Colle '97 - Universal Collection (Japan),柏青哥完全攻略合集 '97
Astal (USA) (2S),阿斯特拉
Solo Crisis (Japan) (1M),魔物危机
Fully Cowled Mini Yonku - Super Factory (Japan) (Rev A) (11M),迷你四驱车 - 超级工厂
Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan) (Demo) (2M),美女拼图 2 - 特别身体 264
Real Sound - Kaze no Regret (Japan) (Disc 4) (2M),
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (3M),快餐店之恋 2
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (2M),月花雾幻谭
Myst (Taiwan),神秘岛
"Mansion of Hidden Souls, The (Europe) (1S)",梦见馆物语
Monster Slider (Japan) (Demo),妖精魔法宝石
Doukoku Soshite... (Japan) (1M),恸哭之后
Doukoku Soshite... (Japan) (2M),恸哭之后
Machi (Japan) (Demo) (4M),
Sengoku Blade - Sengoku Ace Episode II (Japan) (Demo),战国之刃 2
Shingata Kururin Pa! (Japan),新型方块对战
Eternal Melody (Japan) (Rev A),永恒的旋律
Shanghai - Great Moments (Japan) (1M),上海 - 伟大时刻
GranDread (Japan),大恐怖
Savaki (Japan) (2M),青花鱼
Koudou Saisoku Densetsu - Initial D (Japan),头文字 D
Kunoichi Torimonochou (Japan),女忍捕物贴
Honkaku Shougi Shinan - Wakamatsu Shougi Juku (Japan),本格将棋指南 - 若松将棋塾
Bishoujo Hanafuda Kikou - Michinoku Hitou Koi Monogatari Special (Japan),美少女花札记 - 秘汤恋物语
Cross Romance - Koi to Mahjong to Hanafuda to (Japan),穿越浪漫 - 恋与麻雀萁花札
Dark Seed II (Japan),黑暗之蛊 2
Hansha de Spark! (Japan) (Demo),反射对战
Virtua Cop (Europe) (7S),VR战警
Super Real Mahjong P7 (Japan) (3M),超真实麻将 P7
Super Real Mahjong Graffiti (Japan) (2M),超真实麻将 经典合集
Super Real Mahjong PVI (Japan),超真实麻将 P6
Mahjong Yon Shimai - Wakakusa Monogatari (Japan),若草物语麻雀四姊妹
Jantei Battle Cos-Player (Japan) (Disc 2) (Making Disc),雀帝
Mahjong Doukyuusei Special (Japan) (Disc 2) (Portrait CD) (Shokai Genteiban),同级生麻雀特别版
Mahjong Doukyuusei Special (Japan),同级生麻雀特别版
Idol Mahjong - Final Romance 4 (Japan),偶像麻雀 - 最终浪漫 4
Amagi Shien (Japan),天城紫苑
Kaitou Saint Tail (Japan),怪盗圣少女
Dream Generation - Koi ka Shigoto ka!... (Japan),梦幻世代
Tour Party - Sotsugyou Ryokou ni Ikou (Japan) (Rev A),去毕业旅行吧
"Game of Life, The - DX Jinsei Game II (Japan) (2M)",DX人生游戏 - 游戏人生
Tokimeki Mahjong Graffiti - Toshishita no Tenshi-tachi (Japan),心跳麻雀 - 年少的天使们
Mahjong Tenshi - Angel Lips (Japan),麻将天使 - 天使之唇
Black-Matrix (Japan),黑色细胞
Kakyuusei (Japan) (Disc 1),下级生
Kakyuusei (Japan) (Disc 2) (2M),下级生
Kakyuusei (Japan) (Disc 3) (2M),下级生
"Crow, The - City of Angels (Japan)",乌鸦 2 - 天使之城
"Digital Dance Mix Vol. 1 - Namie Amuro (Japan) (Rev A) (10M, 12M)",
Sorvice (Japan),太阳罪恶
Standby Say You! (Japan),随时待命
Shutsudou! Miniskirt Police (Japan) (2M),出击迷你裙女警
Dead or Alive (Japan) (1M),生与死
Kiss yori... (Japan) (Rev A),从吻开始
Kuro no Danshou - The Literary Fragment (Japan) (3M),黑之断章 - 记忆碎片
Langrisser III (Japan) (Rev A) (5M),梦幻模拟战 3
Stellar Assault SS (Japan) (Demo),行星攻击 SS
Street Fighter - Real Battle on Film (Japan) (2M),街头霸王 电影版
Saturn Super Henshuubu Hen - Taikenban Saturn Soft Taizen (Japan) (1M),
Game no Tatsujin (Japan) (Rev A),游戏达人
Street Fighter - Real Battle on Film (Japan) (3M),街头霸王 电影版
Sega Screams Volume 2 (USA),
System-Disc (KD02) Columbia (Japan) (16M),
Wing Arms (USA) (4S),华丽击坠王
Mahou Gakuen Lunar! (Japan) (1M),魔法学园 - 露娜
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (2M),J联盟职业创造球会 2
Nanatsu no Hikan (Japan) (Disc 2) (1M),七之秘馆
Winning Post 3 (Japan) (2M),赛马大亨 3
Yumimi Mix Remix (Japan) (Demo),吉泽弓美复刻版
Riglordsaga (Japan) (Made in Japan) (4M),王国传说
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (12M)",樱花大战 2 - 愿君平安
Gex (USA),杰克龙
Lunar - Silver Star Story (Japan) (Rev A),露娜 - 银河之星
Battle Arena Toshinden URA - Ultimate Revenge Attack (Europe) (Beta) (1996-11-08),斗神传 URA - 终极复仇攻击
Princess Maker - Yumemiru Yousei (Japan) (Demo) (2M),美少女梦工厂 - 梦幻妖精
Prime Selection Vol. 1 (Japan),
Clockwork Knight 2 - Pepperouchau's Adventure (USA) (Beta) (1995-08-30),发条骑士大冒险 2
"Clockwork Knight Puzzle - Pengin War (Japan) (En,Ja) (Proto) (1995-10-21)",
Hang On GP '95 (Japan) (1M),GP赛车 '95
Steamgear Mash (Japan) (2M),蒸汽齿轮
Metal Black (Japan) (3M),黑色合金战机
Digital Pinball (Europe) (7S),数码弹珠台
Princess Crown (Japan) (Rev A) (13M),公主的皇冠
Panzer Dragoon (Japan) (2M),铁甲飞龙
Machi (Japan) (Demo) (2MM1),
Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Japan) (Demo),忍者茶茶丸 - 鬼斩忍法帖 金
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S),发条骑士大冒险 2
Waku Waku 7 (Japan) (Demo),火热火热 7
Saturn Super Vol. 1 (Japan) (7M),
Saturn Super Vol. 1 (Japan) (8M),
"Samurai Spirits - Amakusa Kourin (Japan) (En,Ja,Es,Pt) (Demo)",侍魂 - 天草降临
Area 51 (USA) (Beta) (1996-11-08),51区
Keiou Yuugekitai - Okiraku Tamatebako (Japan),
"Game of Life, The - DX Jinsei Game (Japan)",DX人生游戏 - 游戏人生
Horror Tour (Japan) (Rev B) (12M),穿越死亡线
Virtua Fighter CG Portrait Series Vol. 1 - Sarah Bryant (Japan) (Rev A),
Burning Rangers (Japan) (Beta) (1997-12-01),救火奇兵
"Real Bout Garou Densetsu (Japan) (En,Ja,Es,Pt) (Sample)",真说 - 饿狼传说
Virtua Fighter 2 (Korea),VR战士 2
Virtua Fighter Remix (Korea),VR战士 - REMIX
Star Wars - Rebel Strike (USA) (Proto) (1997-01-30),
"Virtua Fighter 2 (Japan) (Rev B) (31B, 34C)",VR战士 2
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (3M)",樱花大战 2 - 愿君平安
Vampire Savior - The Lord of Vampire (Japan) (Demo),恶魔战士 3 - 救世主
Saturn Super Vol. 3 (Japan) (Rev A) (1M),
Scorcher (USA),滚石赛车
Shining Wisdom (USA) (Beta) (1996-04-09),光明智慧
Dark Savior (Japan) (Demo 1),黑暗救世主
VirtuaNavi V2.00 Version Up CD (Japan),
Wing Arms - Kareinaru Gekitsuiou (Japan) (Demo),华丽击坠王
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (13M)",樱花大战 2 - 愿君平安
Virtua Cop (Japan) (3M),VR战警
Virtua Fighter CG Portrait Series Vol. 2 - Jacky Bryant (Japan) (Rev A),
Gran Chaser (Japan) (Rev A) (11M),追击老爷车
Game-Ware (Japan) (Soukan Junbigou Hibaihin),
System-Disc (KD02) JVC (Japan),
"Hyper Golf, The - Devil's Course (Japan) (Demo)",魔鬼高尔夫球场
Panzer Dragoon (Europe) (Demo) (2S),铁甲飞龙
"Gale Racer (Japan) (En,Ja) (2A)",烈风比赛
Slayers Royal 2 (Japan) (2M),魔剑美神 2
X Japan - Virtual Shock 001 (Japan) (3M),
Clockwork Knight - Pepperouchau's Adventure (USA) (Beta) (1995-03-28),发条骑士大冒险
Sega Internet-Selain (Finland),
Saturn Super Vol. 3 (Japan) (Rev A) (2M),
Ginga Eiyuu Densetsu (Japan) (Demo),银河英雄传说
Noel 3 (Japan) (Demo),
Nobunaga no Yabou Tenshouki (Japan) (Demo),信长野望 - 天翔记
Heisei Tensai Bakabon - Susume! Bakabons (Japan) (Demo),平成天才笨蛋波恩
"King of Fighters '97, The (Japan) (Sample)",拳皇 '97
CD-G Test Disc (Japan) (v1.0),
CD-G Test Disc (Japan) (v2.0),
Greatest Nine '96 (Japan) (1M),最强九人棒球 96
Tomb Raider (USA) (4S),古墓丽影
Clockwork Knight - Pepperouchau's Adventure (USA) (7S),发条骑士大冒险
Revolution X - Music Is the Weapon (USA) (2S),革命 X - 音乐就是武器
Virtua Fighter 2 (Japan) (Rev B) (30C),VR战士 2
Jikkyou Powerful Pro Yakyuu '95 - Kaimakuban (Japan) (1M),实况力量棒球 '95 开幕版
Duck Video Tools - Sega Saturn Demonstration Disk (USA) (Unl),
Darius Gaiden (Japan) (Rev A),太空战斗机外传
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev B),J联盟职业创造球会 2
Wing Arms - Kareinaru Gekitsuiou (Japan) (Rev B),华丽击坠王
Azel - Panzer Dragoon RPG (Japan) (Disc 2) (1M),铁甲飞龙 RPG
Azel - Panzer Dragoon RPG (Japan) (Disc 4) (4M),铁甲飞龙 RPG
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (1M)",樱花大战 2 - 愿君平安
Ishin no Arashi (Japan) (Rev A),维新之岚
"Conveni 2, The (Japan) [CHS]",便利店时代 2
Super Robot Taisen F Kanketsu-hen (Japan) [CHS],超级机器人大战 F 完结篇
